show_id,type,title,director,cast,country,release_year,rating,duration,listed_in,description
s715,TV Show,Netflix_Title_715,Rajkumar Hirani,Actor B,,2000.0,TV-MA,120 min,Romance,Description of Netflix show 715
s716,Movie,Netflix_Title_716,Christopher Nolan,Actor C,United States,2010.0,,80 min,Sci-Fi,Description of Netflix show 716
s717,TV Show,Netflix_Title_717,Alex Pina,,Canada,2023.0,TV-MA,,Romance,
s718,Movie,Netflix_Title_718,Unknown,Actor A,,,R,100 min,,Description of Netflix show 718
s719,TV Show,Netflix_Title_719,Alex Pina,,,2015.0,TV-MA,80 min,Thriller,Description of Netflix show 719
s720,Movie,Netflix_Title_720,Unknown,Actor C,,1995.0,PG,90 min,Romance,Description of Netflix show 720
s721,Movie,Netflix_Title_721,,Actor A,United States,2010.0,R,,Drama,Description of Netflix show 721
s722,TV Show,Netflix_Title_722,,Actor D,,,PG-13,120 min,Romance,Description of Netflix show 722
s723,TV Show,Netflix_Title_723,Unknown,,United States,2005.0,TV-MA,90 min,,Description of Netflix show 723
s724,TV Show,Netflix_Title_724,Alex Pina,Actor C,India,2015.0,TV-MA,2 Seasons,Drama,Description of Netflix show 724
s725,TV Show,Netflix_Title_725,Unknown,Actor D,India,,R,80 min,,
s726,TV Show,Netflix_Title_726,Christopher Nolan,Actor A,India,2010.0,PG-13,3 Seasons,Romance,Description of Netflix show 726
s727,TV Show,Netflix_Title_727,,,India,2010.0,PG-13,120 min,Comedy,Description of Netflix show 727
s728,Movie,Netflix_Title_728,Christopher Nolan,Actor B,Germany,,PG-13,4 Seasons,Drama,Description of Netflix show 728
s729,TV Show,,,Actor A,United States,,R,90 min,Sci-Fi,Description of Netflix show 729
s730,,Netflix_Title_730,Unknown,Actor D,India,,G,80 min,Drama,Description of Netflix show 730
s731,TV Show,Netflix_Title_731,Unknown,,Germany,2010.0,PG-13,2 Seasons,Horror,Description of Netflix show 731
s732,Movie,Netflix_Title_732,Rajkumar Hirani,Actor D,United States,2015.0,PG-13,3 Seasons,Thriller,
s733,TV Show,Netflix_Title_733,Rajkumar Hirani,Actor A,India,2015.0,R,2 Seasons,Drama,Description of Netflix show 733
s734,Movie,,Alex Pina,Actor A,India,1995.0,TV-14,3 Seasons,Comedy,Description of Netflix show 734
s735,TV Show,Netflix_Title_735,Unknown,Actor C,United States,2015.0,PG,2 Seasons,Thriller,Description of Netflix show 735
s736,TV Show,Netflix_Title_736,Alex Pina,Actor B,Canada,2005.0,PG-13,4 Seasons,Sci-Fi,Description of Netflix show 736
s737,,Netflix_Title_737,,,India,1995.0,G,,Comedy,Description of Netflix show 737
s738,TV Show,Netflix_Title_738,Rajkumar Hirani,Actor D,Spain,2000.0,TV-MA,90 min,Action,Description of Netflix show 738
s739,TV Show,Netflix_Title_739,Unknown,,Spain,2005.0,R,120 min,Comedy,Description of Netflix show 739
s740,Movie,Netflix_Title_740,,Actor D,India,inf,PG,80 min,,Description of Netflix show 740
s741,,Netflix_Title_741,Unknown,Actor D,United States,inf,R,3 Seasons,Horror,
s742,Movie,Netflix_Title_742,Christopher Nolan,Actor B,,2023.0,PG-13,90 min,Romance,Description of Netflix show 742
s743,Movie,Netflix_Title_743,Alex Pina,Actor A,UK,2010.0,TV-MA,80 min,Comedy,Description of Netflix show 743
s744,,Netflix_Title_744,Rajkumar Hirani,Actor D,India,2010.0,R,,Drama,Description of Netflix show 744
s745,Movie,Netflix_Title_745,Alex Pina,Actor B,United States,2020.0,TV-MA,120 min,Drama,Description of Netflix show 745
s746,TV Show,Netflix_Title_746,Rajkumar Hirani,Actor B,United States,1995.0,R,4 Seasons,Horror,Description of Netflix show 746
s747,TV Show,Netflix_Title_747,Christopher Nolan,Actor C,India,inf,R,80 min,Comedy,Description of Netflix show 747
s748,Movie,Netflix_Title_748,Unknown,Actor C,United States,2015.0,TV-MA,80 min,Drama,Description of Netflix show 748
s749,Movie,Netflix_Title_749,Unknown,Actor B,United States,2005.0,PG-13,3 Seasons,Thriller,Description of Netflix show 749
s750,TV Show,Netflix_Title_750,,Actor B,Spain,,TV-14,,Romance,Description of Netflix show 750
s751,TV Show,,Christopher Nolan,Actor A,,2015.0,TV-14,80 min,,Description of Netflix show 751
s752,Movie,Netflix_Title_752,Unknown,Actor C,Spain,1995.0,R,2 Seasons,Sci-Fi,Description of Netflix show 752
s753,TV Show,Netflix_Title_753,Unknown,Actor B,UK,1995.0,TV-MA,120 min,Thriller,Description of Netflix show 753
s754,TV Show,Netflix_Title_754,Unknown,Actor D,Germany,1990.0,,90 min,Drama,Description of Netflix show 754
s755,TV Show,Netflix_Title_755,Rajkumar Hirani,Actor D,,2000.0,PG,120 min,Action,Description of Netflix show 755
s756,TV Show,Netflix_Title_756,Rajkumar Hirani,Actor A,United States,1990.0,PG-13,120 min,Drama,Description of Netflix show 756
,Movie,Netflix_Title_757,Alex Pina,,UK,2010.0,TV-14,80 min,Action,Description of Netflix show 757
s758,TV Show,Netflix_Title_758,Alex Pina,Actor D,India,1995.0,TV-MA,120 min,Comedy,Description of Netflix show 758
s759,Movie,Netflix_Title_759,Alex Pina,Actor B,,2010.0,TV-MA,3 Seasons,Sci-Fi,Description of Netflix show 759
s760,TV Show,Netflix_Title_760,Alex Pina,Actor A,India,2000.0,PG,,Comedy,Description of Netflix show 760
s761,Movie,Netflix_Title_761,Unknown,Actor C,,2015.0,R,80 min,Comedy,
s762,,Netflix_Title_762,,Actor B,Canada,2010.0,TV-MA,3 Seasons,Thriller,Description of Netflix show 762
s763,Movie,Netflix_Title_763,Unknown,Actor C,Germany,2023.0,TV-MA,120 min,Sci-Fi,Description of Netflix show 763
s764,Movie,Netflix_Title_764,,Actor C,United States,2005.0,TV-14,2 Seasons,Action,Description of Netflix show 764
s765,Movie,Netflix_Title_765,Alex Pina,Actor D,United States,2000.0,PG,2 Seasons,Action,Description of Netflix show 765
s766,Movie,Netflix_Title_766,,Actor A,United States,,TV-MA,,,Description of Netflix show 766
s767,TV Show,Netflix_Title_767,Unknown,Actor D,Canada,2010.0,TV-14,2 Seasons,Thriller,Description of Netflix show 767
s768,TV Show,Netflix_Title_768,Unknown,Actor B,United States,1990.0,TV-MA,90 min,Comedy,Description of Netflix show 768
s769,TV Show,Netflix_Title_769,Rajkumar Hirani,,Canada,1990.0,R,,Comedy,Description of Netflix show 769
s770,TV Show,Netflix_Title_770,Unknown,Actor D,United States,2015.0,G,3 Seasons,Comedy,Description of Netflix show 770
s771,TV Show,Netflix_Title_771,Christopher Nolan,Actor C,India,2000.0,R,80 min,Thriller,Description of Netflix show 771
s772,TV Show,Netflix_Title_772,Christopher Nolan,Actor C,India,1995.0,G,,Sci-Fi,Description of Netflix show 772
s773,TV Show,Netflix_Title_773,Christopher Nolan,Actor A,Germany,2000.0,PG,80 min,Comedy,Description of Netflix show 773
s774,Movie,,Unknown,Actor B,Germany,2020.0,TV-MA,100 min,Sci-Fi,Description of Netflix show 774
s775,TV Show,Netflix_Title_775,Christopher Nolan,Actor A,,,G,4 Seasons,Horror,Description of Netflix show 775
s776,Movie,Netflix_Title_776,Rajkumar Hirani,Actor B,Germany,1995.0,TV-MA,3 Seasons,Drama,Description of Netflix show 776
s777,Movie,Netflix_Title_777,Christopher Nolan,Actor A,United States,2023.0,,2 Seasons,,Description of Netflix show 777
s778,Movie,Netflix_Title_778,Rajkumar Hirani,Actor C,United States,2020.0,PG-13,120 min,Sci-Fi,Description of Netflix show 778
s779,Movie,Netflix_Title_779,,Actor C,UK,2015.0,R,100 min,Drama,
s780,Movie,Netflix_Title_780,Alex Pina,Actor A,Germany,1990.0,PG-13,4 Seasons,,Description of Netflix show 780
s781,Movie,Netflix_Title_781,Christopher Nolan,Actor B,Germany,2020.0,G,3 Seasons,Thriller,Description of Netflix show 781
s782,,Netflix_Title_782,Alex Pina,Actor A,Spain,2023.0,TV-MA,,Comedy,Description of Netflix show 782
s783,Movie,Netflix_Title_783,,Actor C,Germany,2020.0,G,100 min,Drama,Description of Netflix show 783
s784,,Netflix_Title_784,,Actor C,Spain,2015.0,R,90 min,Horror,Description of Netflix show 784
s785,TV Show,,Rajkumar Hirani,Actor C,Spain,2015.0,PG-13,3 Seasons,Comedy,Description of Netflix show 785
s786,Movie,Netflix_Title_786,Rajkumar Hirani,Actor D,Germany,2010.0,,2 Seasons,,Description of Netflix show 786
s787,TV Show,Netflix_Title_787,Unknown,Actor B,Spain,2005.0,TV-14,120 min,Comedy,Description of Netflix show 787
s788,TV Show,Netflix_Title_788,Rajkumar Hirani,Actor C,United States,2000.0,TV-MA,120 min,Action,Description of Netflix show 788
s789,Movie,Netflix_Title_789,Rajkumar Hirani,Actor B,,2020.0,TV-MA,3 Seasons,Action,Description of Netflix show 789
s790,TV Show,Netflix_Title_790,Christopher Nolan,Actor A,Canada,,PG-13,3 Seasons,Horror,
s791,Movie,Netflix_Title_791,,Actor B,India,2015.0,G,4 Seasons,Action,Description of Netflix show 791
s792,Movie,Netflix_Title_792,Alex Pina,Actor A,Germany,2010.0,,90 min,Thriller,Description of Netflix show 792
s793,Movie,Netflix_Title_793,Alex Pina,,,2023.0,,90 min,Romance,Description of Netflix show 793
s794,TV Show,Netflix_Title_794,Unknown,Actor D,Spain,1990.0,R,3 Seasons,Horror,Description of Netflix show 794
s795,Movie,Netflix_Title_795,Unknown,Actor A,,2005.0,,120 min,,Description of Netflix show 795
s796,TV Show,Netflix_Title_796,Alex Pina,Actor D,United States,2005.0,PG-13,90 min,Horror,Description of Netflix show 796
s797,Movie,,Christopher Nolan,Actor B,UK,1990.0,,120 min,Sci-Fi,Description of Netflix show 797
s798,TV Show,Netflix_Title_798,Unknown,,Canada,2010.0,PG,2 Seasons,Sci-Fi,Description of Netflix show 798
s799,TV Show,Netflix_Title_799,Christopher Nolan,Actor C,United States,,R,2 Seasons,Sci-Fi,
s800,TV Show,Netflix_Title_800,,Actor D,United States,2020.0,G,4 Seasons,Sci-Fi,Description of Netflix show 800
s801,TV Show,Netflix_Title_801,Alex Pina,Actor B,Germany,2010.0,TV-MA,100 min,,Description of Netflix show 801
s802,Movie,Netflix_Title_802,,Actor B,Spain,2015.0,TV-MA,2 Seasons,Romance,Description of Netflix show 802
s803,TV Show,Netflix_Title_803,Unknown,Actor B,Germany,2020.0,PG-13,120 min,Drama,Description of Netflix show 803
s804,TV Show,Netflix_Title_804,Rajkumar Hirani,Actor A,United States,2000.0,R,100 min,,
s805,Movie,Netflix_Title_805,Rajkumar Hirani,Actor B,India,2000.0,TV-14,100 min,Comedy,Description of Netflix show 805
s806,TV Show,Netflix_Title_806,Alex Pina,Actor C,United States,2015.0,R,2 Seasons,Comedy,Description of Netflix show 806
s807,Movie,Netflix_Title_807,,Actor C,United States,2015.0,TV-14,80 min,Comedy,Description of Netflix show 807
s808,TV Show,Netflix_Title_808,Christopher Nolan,Actor D,UK,1990.0,TV-14,3 Seasons,Comedy,
s809,TV Show,Netflix_Title_809,Alex Pina,Actor B,United States,2023.0,G,90 min,Action,Description of Netflix show 809
s810,Movie,Netflix_Title_810,Rajkumar Hirani,Actor B,Germany,1995.0,TV-MA,90 min,,Description of Netflix show 810
s811,Movie,Netflix_Title_811,Unknown,Actor B,India,2010.0,TV-MA,120 min,Comedy,
s812,Movie,,Unknown,Actor C,Canada,2015.0,PG,120 min,Thriller,Description of Netflix show 812
s813,TV Show,Netflix_Title_813,Alex Pina,Actor A,Germany,1990.0,PG-13,100 min,Action,Description of Netflix show 813
s814,Movie,Netflix_Title_814,Rajkumar Hirani,Actor A,,2010.0,G,100 min,Sci-Fi,Description of Netflix show 814
s815,TV Show,Netflix_Title_815,Christopher Nolan,,Germany,2010.0,TV-MA,2 Seasons,Drama,Description of Netflix show 815
s816,Movie,Netflix_Title_816,Christopher Nolan,Actor B,Germany,2015.0,PG-13,80 min,Action,Description of Netflix show 816
s817,Movie,Netflix_Title_817,Rajkumar Hirani,Actor C,India,,PG,2 Seasons,Drama,Description of Netflix show 817
s818,Movie,Netflix_Title_818,Alex Pina,Actor A,India,1990.0,PG-13,120 min,Sci-Fi,Description of Netflix show 818
s819,TV Show,Netflix_Title_819,,Actor A,Spain,2005.0,G,120 min,Horror,Description of Netflix show 819
s820,TV Show,Netflix_Title_820,Christopher Nolan,Actor A,India,2010.0,,3 Seasons,Horror,
s821,TV Show,Netflix_Title_821,,Actor D,United States,2005.0,TV-MA,2 Seasons,Horror,Description of Netflix show 821
s822,Movie,Netflix_Title_822,Unknown,Actor A,Spain,2010.0,TV-MA,80 min,Action,Description of Netflix show 822
s823,TV Show,Netflix_Title_823,Unknown,Actor C,United States,inf,PG,3 Seasons,Sci-Fi,Description of Netflix show 823
s824,Movie,Netflix_Title_824,,Actor A,UK,1990.0,G,80 min,Comedy,Description of Netflix show 824
s825,Movie,Netflix_Title_825,Alex Pina,Actor B,India,,TV-MA,80 min,Thriller,Description of Netflix show 825
s826,Movie,Netflix_Title_826,Alex Pina,,Spain,2015.0,R,120 min,Action,Description of Netflix show 826
s827,Movie,Netflix_Title_827,Unknown,Actor C,United States,2010.0,TV-14,3 Seasons,Sci-Fi,Description of Netflix show 827
s828,Movie,Netflix_Title_828,Alex Pina,,UK,2010.0,,120 min,Sci-Fi,Description of Netflix show 828
s829,TV Show,Netflix_Title_829,Rajkumar Hirani,Actor C,Canada,2015.0,PG,100 min,Sci-Fi,Description of Netflix show 829
s830,TV Show,Netflix_Title_830,Christopher Nolan,Actor A,India,2005.0,PG-13,90 min,Sci-Fi,Description of Netflix show 830
s831,TV Show,Netflix_Title_831,Rajkumar Hirani,Actor B,United States,2000.0,PG-13,2 Seasons,Romance,Description of Netflix show 831
s832,TV Show,Netflix_Title_832,Unknown,Actor A,India,2015.0,TV-14,,Action,Description of Netflix show 832
s833,Movie,,Unknown,Actor B,Germany,inf,PG-13,90 min,Drama,Description of Netflix show 833
s834,Movie,Netflix_Title_834,Unknown,Actor C,India,2010.0,PG,100 min,Horror,Description of Netflix show 834
s835,TV Show,Netflix_Title_835,Alex Pina,Actor C,Canada,2015.0,TV-14,,Sci-Fi,Description of Netflix show 835
s836,TV Show,Netflix_Title_836,Rajkumar Hirani,Actor B,Canada,2010.0,G,4 Seasons,Sci-Fi,Description of Netflix show 836
s837,Movie,Netflix_Title_837,Unknown,Actor C,India,2000.0,TV-MA,3 Seasons,Comedy,Description of Netflix show 837
s838,Movie,Netflix_Title_838,Rajkumar Hirani,Actor B,India,2015.0,PG,80 min,Action,Description of Netflix show 838
s839,Movie,Netflix_Title_839,Christopher Nolan,Actor C,United States,inf,PG,80 min,Drama,Description of Netflix show 839
s840,TV Show,Netflix_Title_840,,Actor A,Germany,2015.0,TV-14,120 min,Drama,Description of Netflix show 840
s841,Movie,Netflix_Title_841,Alex Pina,Actor A,United States,1990.0,PG-13,80 min,,Description of Netflix show 841
s842,Movie,Netflix_Title_842,Alex Pina,Actor D,United States,2005.0,TV-MA,80 min,Comedy,Description of Netflix show 842
s843,Movie,Netflix_Title_843,Unknown,Actor B,United States,2015.0,PG-13,120 min,Drama,Description of Netflix show 843
s844,TV Show,Netflix_Title_844,,Actor C,United States,2015.0,R,120 min,Thriller,Description of Netflix show 844
s845,TV Show,Netflix_Title_845,Christopher Nolan,Actor C,United States,1995.0,TV-MA,3 Seasons,Action,Description of Netflix show 845
s846,Movie,Netflix_Title_846,Christopher Nolan,,United States,,,100 min,Thriller,Description of Netflix show 846
s847,TV Show,Netflix_Title_847,Rajkumar Hirani,,,2005.0,PG-13,100 min,Thriller,
s848,Movie,Netflix_Title_848,Rajkumar Hirani,Actor C,UK,2020.0,,100 min,Thriller,Description of Netflix show 848
s849,TV Show,Netflix_Title_849,Alex Pina,Actor A,Spain,2020.0,R,2 Seasons,Comedy,Description of Netflix show 849
s850,Movie,Netflix_Title_850,Unknown,Actor C,United States,2000.0,PG-13,,Romance,Description of Netflix show 850
s851,TV Show,Netflix_Title_851,,Actor C,United States,2015.0,R,100 min,Drama,Description of Netflix show 851
s852,TV Show,Netflix_Title_852,Alex Pina,Actor D,Canada,2010.0,G,3 Seasons,Romance,Description of Netflix show 852
s853,TV Show,Netflix_Title_853,Rajkumar Hirani,,Spain,2000.0,PG,4 Seasons,Comedy,Description of Netflix show 853
s854,Movie,Netflix_Title_854,Christopher Nolan,Actor D,United States,2020.0,PG-13,2 Seasons,Action,Description of Netflix show 854
s855,TV Show,Netflix_Title_855,Unknown,Actor C,United States,2010.0,TV-14,3 Seasons,Drama,Description of Netflix show 855
s856,,Netflix_Title_856,Rajkumar Hirani,Actor C,UK,2000.0,R,3 Seasons,Comedy,Description of Netflix show 856
s857,,Netflix_Title_857,Alex Pina,Actor A,Spain,2010.0,TV-14,2 Seasons,Thriller,Description of Netflix show 857
s858,TV Show,Netflix_Title_858,Unknown,Actor C,United States,2015.0,G,120 min,Romance,Description of Netflix show 858
s859,Movie,Netflix_Title_859,Rajkumar Hirani,Actor D,Spain,inf,PG-13,90 min,,Description of Netflix show 859
s860,TV Show,Netflix_Title_860,Christopher Nolan,,United States,2010.0,R,3 Seasons,Action,
s861,TV Show,Netflix_Title_861,Christopher Nolan,,India,2020.0,PG-13,90 min,Thriller,Description of Netflix show 861
s862,Movie,Netflix_Title_862,Christopher Nolan,Actor C,Spain,2005.0,PG,,Sci-Fi,Description of Netflix show 862
s863,Movie,Netflix_Title_863,,Actor B,Spain,2010.0,TV-14,120 min,Drama,Description of Netflix show 863
s864,TV Show,Netflix_Title_864,Christopher Nolan,Actor B,UK,2023.0,PG-13,80 min,Action,Description of Netflix show 864
,TV Show,Netflix_Title_865,Rajkumar Hirani,,United States,inf,,100 min,Thriller,Description of Netflix show 865
s866,TV Show,Netflix_Title_866,Christopher Nolan,Actor C,Spain,2000.0,PG,90 min,Thriller,Description of Netflix show 866
s867,TV Show,Netflix_Title_867,Unknown,Actor D,United States,2023.0,G,80 min,Comedy,Description of Netflix show 867
s868,TV Show,Netflix_Title_868,Rajkumar Hirani,Actor C,United States,inf,TV-14,2 Seasons,Horror,
s869,Movie,Netflix_Title_869,Alex Pina,Actor C,Spain,2010.0,G,100 min,Romance,Description of Netflix show 869
s870,,Netflix_Title_870,Christopher Nolan,Actor B,United States,2005.0,PG,4 Seasons,Horror,Description of Netflix show 870
s871,Movie,Netflix_Title_871,Rajkumar Hirani,Actor C,Germany,,R,3 Seasons,,Description of Netflix show 871
s872,Movie,Netflix_Title_872,Alex Pina,Actor A,Spain,2000.0,TV-14,80 min,Comedy,Description of Netflix show 872
s873,Movie,Netflix_Title_873,Alex Pina,Actor D,,inf,PG-13,2 Seasons,Thriller,Description of Netflix show 873
s874,Movie,Netflix_Title_874,Alex Pina,Actor C,UK,2010.0,R,90 min,Drama,Description of Netflix show 874
s875,TV Show,Netflix_Title_875,Christopher Nolan,Actor A,United States,1995.0,PG,3 Seasons,Action,Description of Netflix show 875
s876,Movie,Netflix_Title_876,Unknown,Actor D,Germany,1995.0,TV-14,90 min,Sci-Fi,
s877,Movie,Netflix_Title_877,Christopher Nolan,Actor A,Spain,2010.0,,100 min,Action,Description of Netflix show 877
s878,Movie,Netflix_Title_878,Alex Pina,Actor A,Spain,1990.0,PG,4 Seasons,Comedy,Description of Netflix show 878
s879,TV Show,Netflix_Title_879,Rajkumar Hirani,Actor C,UK,2000.0,G,2 Seasons,Thriller,Description of Netflix show 879
,TV Show,Netflix_Title_880,Rajkumar Hirani,,United States,2020.0,TV-MA,80 min,,
s881,Movie,Netflix_Title_881,Unknown,Actor A,India,2020.0,PG-13,90 min,Drama,
s882,Movie,Netflix_Title_882,Alex Pina,Actor A,Spain,2023.0,TV-14,80 min,Comedy,
s883,TV Show,Netflix_Title_883,Christopher Nolan,Actor D,Germany,1990.0,R,,Comedy,Description of Netflix show 883
s884,Movie,Netflix_Title_884,Alex Pina,Actor D,India,2020.0,TV-14,80 min,Thriller,Description of Netflix show 884
s885,TV Show,Netflix_Title_885,Rajkumar Hirani,Actor D,Spain,2023.0,PG-13,80 min,Action,Description of Netflix show 885
s886,TV Show,Netflix_Title_886,Unknown,Actor C,India,1990.0,R,120 min,Romance,Description of Netflix show 886
s887,TV Show,Netflix_Title_887,Rajkumar Hirani,Actor B,Germany,2005.0,TV-MA,80 min,Drama,Description of Netflix show 887
,Movie,Netflix_Title_888,Unknown,Actor B,India,2023.0,TV-14,100 min,Sci-Fi,
s889,TV Show,Netflix_Title_889,Alex Pina,Actor C,Canada,inf,TV-MA,2 Seasons,Comedy,Description of Netflix show 889
s890,Movie,,Alex Pina,Actor D,UK,,G,80 min,Sci-Fi,Description of Netflix show 890
s891,Movie,Netflix_Title_891,Rajkumar Hirani,Actor D,Canada,2010.0,,120 min,Drama,Description of Netflix show 891
s892,Movie,Netflix_Title_892,Christopher Nolan,Actor C,United States,2005.0,,2 Seasons,Action,Description of Netflix show 892
s893,Movie,Netflix_Title_893,Alex Pina,Actor C,United States,2015.0,G,90 min,Sci-Fi,Description of Netflix show 893
s894,Movie,Netflix_Title_894,,Actor B,Germany,2015.0,PG-13,90 min,Action,Description of Netflix show 894
s895,,Netflix_Title_895,Christopher Nolan,Actor B,United States,2015.0,R,80 min,Sci-Fi,Description of Netflix show 895
s896,Movie,Netflix_Title_896,Rajkumar Hirani,Actor B,Germany,2015.0,R,80 min,Thriller,Description of Netflix show 896
s897,TV Show,,Unknown,Actor B,India,2023.0,PG-13,90 min,Thriller,Description of Netflix show 897
s898,TV Show,Netflix_Title_898,Unknown,Actor D,India,2005.0,PG,80 min,Action,Description of Netflix show 898
s899,TV Show,Netflix_Title_899,Rajkumar Hirani,Actor D,India,2000.0,PG-13,120 min,Drama,Description of Netflix show 899
s900,Movie,Netflix_Title_900,Rajkumar Hirani,Actor C,United States,1990.0,G,3 Seasons,Horror,Description of Netflix show 900
s901,Movie,Netflix_Title_901,Alex Pina,Actor B,UK,2000.0,PG,3 Seasons,,Description of Netflix show 901
s902,TV Show,Netflix_Title_902,Unknown,Actor A,UK,2000.0,PG-13,2 Seasons,Comedy,Description of Netflix show 902
s903,Movie,Netflix_Title_903,Unknown,Actor D,India,2000.0,R,120 min,Drama,Description of Netflix show 903
s904,,Netflix_Title_904,,,Spain,2023.0,TV-MA,120 min,Sci-Fi,Description of Netflix show 904
s905,TV Show,Netflix_Title_905,Unknown,Actor A,Canada,2020.0,TV-14,,Thriller,Description of Netflix show 905
s906,Movie,Netflix_Title_906,Rajkumar Hirani,Actor B,Germany,2000.0,TV-MA,100 min,Thriller,
s907,,Netflix_Title_907,,Actor D,United States,2020.0,TV-MA,100 min,Thriller,Description of Netflix show 907
s908,Movie,Netflix_Title_908,Unknown,Actor D,India,2010.0,G,2 Seasons,Thriller,Description of Netflix show 908
s909,TV Show,Netflix_Title_909,Rajkumar Hirani,Actor B,,2010.0,TV-14,120 min,Romance,Description of Netflix show 909
s910,Movie,Netflix_Title_910,Rajkumar Hirani,Actor C,,2000.0,TV-14,2 Seasons,Horror,Description of Netflix show 910
s911,TV Show,Netflix_Title_911,,Actor C,India,2005.0,G,3 Seasons,Sci-Fi,Description of Netflix show 911
s912,Movie,Netflix_Title_912,Christopher Nolan,Actor D,,1990.0,PG,90 min,Drama,Description of Netflix show 912
s913,TV Show,Netflix_Title_913,Unknown,Actor C,Spain,2000.0,PG-13,2 Seasons,,Description of Netflix show 913
s914,,Netflix_Title_914,Rajkumar Hirani,Actor B,India,2015.0,PG-13,2 Seasons,Action,Description of Netflix show 914
s915,TV Show,Netflix_Title_915,Unknown,Actor B,India,2005.0,TV-14,100 min,Sci-Fi,
s916,Movie,,Rajkumar Hirani,Actor B,India,2023.0,TV-MA,,Thriller,Description of Netflix show 916
s917,TV Show,Netflix_Title_917,Unknown,Actor A,United States,2015.0,PG-13,100 min,Comedy,Description of Netflix show 917
s918,TV Show,Netflix_Title_918,Christopher Nolan,Actor C,Spain,2015.0,TV-14,2 Seasons,,Description of Netflix show 918
s919,TV Show,Netflix_Title_919,Alex Pina,Actor D,,2010.0,TV-MA,,Thriller,Description of Netflix show 919
s920,TV Show,Netflix_Title_920,Unknown,Actor D,Spain,2015.0,TV-MA,,Drama,Description of Netflix show 920
s921,Movie,Netflix_Title_921,Rajkumar Hirani,Actor A,Germany,2023.0,TV-14,90 min,Action,Description of Netflix show 921
s922,Movie,Netflix_Title_922,Christopher Nolan,Actor B,India,2005.0,TV-MA,,Comedy,Description of Netflix show 922
s923,Movie,Netflix_Title_923,Unknown,Actor A,United States,2005.0,TV-14,,Action,Description of Netflix show 923
s924,TV Show,Netflix_Title_924,Unknown,Actor C,United States,2023.0,PG,90 min,Comedy,Description of Netflix show 924
s925,TV Show,Netflix_Title_925,Rajkumar Hirani,,India,2010.0,,80 min,Drama,Description of Netflix show 925
s926,Movie,,Alex Pina,Actor C,,,,100 min,Action,Description of Netflix show 926
s927,TV Show,Netflix_Title_927,,Actor B,,2000.0,PG-13,,Drama,Description of Netflix show 927
s928,TV Show,Netflix_Title_928,,Actor D,United States,2000.0,R,4 Seasons,Drama,Description of Netflix show 928
s929,Movie,Netflix_Title_929,Unknown,,Spain,2023.0,TV-14,90 min,Sci-Fi,Description of Netflix show 929
s930,Movie,Netflix_Title_930,Alex Pina,Actor B,India,1995.0,TV-14,100 min,Thriller,Description of Netflix show 930
s931,Movie,Netflix_Title_931,Unknown,Actor D,Germany,2010.0,R,100 min,Comedy,Description of Netflix show 931
s932,Movie,Netflix_Title_932,,,Germany,2023.0,,80 min,Action,Description of Netflix show 932
s933,Movie,Netflix_Title_933,Christopher Nolan,Actor A,Spain,2015.0,TV-MA,90 min,Sci-Fi,Description of Netflix show 933
s934,Movie,Netflix_Title_934,Rajkumar Hirani,Actor C,United States,2010.0,PG,2 Seasons,Comedy,Description of Netflix show 934
s935,TV Show,Netflix_Title_935,Alex Pina,Actor D,Germany,2000.0,TV-MA,120 min,Action,Description of Netflix show 935
s936,,Netflix_Title_936,Unknown,Actor B,United States,2015.0,PG-13,100 min,Comedy,Description of Netflix show 936
s937,Movie,Netflix_Title_937,Christopher Nolan,Actor C,,inf,PG,120 min,Thriller,Description of Netflix show 937
s938,TV Show,Netflix_Title_938,Rajkumar Hirani,Actor D,Germany,2023.0,R,4 Seasons,Action,Description of Netflix show 938
,TV Show,Netflix_Title_939,Rajkumar Hirani,Actor A,United States,1990.0,PG,,Sci-Fi,Description of Netflix show 939
s940,TV Show,Netflix_Title_940,Alex Pina,Actor B,Germany,2020.0,PG-13,90 min,Comedy,Description of Netflix show 940
s941,Movie,Netflix_Title_941,Alex Pina,Actor C,United States,inf,TV-14,90 min,Sci-Fi,Description of Netflix show 941
s942,Movie,Netflix_Title_942,Unknown,Actor B,United States,2000.0,,80 min,Action,Description of Netflix show 942
s943,Movie,Netflix_Title_943,Alex Pina,Actor D,India,inf,G,90 min,Sci-Fi,Description of Netflix show 943
s944,TV Show,Netflix_Title_944,Unknown,Actor D,UK,2000.0,PG,90 min,Comedy,Description of Netflix show 944
s945,Movie,Netflix_Title_945,Alex Pina,,UK,2023.0,G,80 min,Sci-Fi,Description of Netflix show 945
s946,TV Show,Netflix_Title_946,Alex Pina,Actor C,Germany,1995.0,PG-13,90 min,Action,Description of Netflix show 946
s947,Movie,Netflix_Title_947,Christopher Nolan,Actor A,India,2010.0,PG-13,3 Seasons,Sci-Fi,Description of Netflix show 947
s948,Movie,Netflix_Title_948,Christopher Nolan,,Spain,2005.0,R,,Sci-Fi,Description of Netflix show 948
s949,Movie,Netflix_Title_949,Rajkumar Hirani,Actor D,,2015.0,TV-14,3 Seasons,Thriller,Description of Netflix show 949
s950,Movie,Netflix_Title_950,Christopher Nolan,Actor C,United States,2000.0,TV-14,100 min,Action,Description of Netflix show 950
s951,Movie,Netflix_Title_951,Alex Pina,Actor D,UK,2015.0,TV-MA,2 Seasons,Comedy,Description of Netflix show 951
